Run,Generation,Best_Fitness,Avg_Fitness,Best_Emissions,Avg_Emissions,Best_Waiting_Time,Avg_Waiting_Time
0,0,487564240397,632139199566.1333,1031312238,1420761905.8666666,58639191,83250129.0
0,1,487564240397,518697716483.6,1031312238,1126994603.0,58639191,70897479.6
0,2,474543903169,503170215276.4,988712033,1079569366.2,48397032,63309876.6
0,3,474543903169,495212690483.4,988712033,1057371087.8,48397032,60388099.4
0,4,474543903169,485366607776.4,988712033,1024634240.0,48397032,55683831.2
0,5,471254811763,481057396012.8,968072032,1004285678.6,42944080,51237244.8
0,6,471254811763,486991933291.2,968072032,1030495478.8,42944080,55335559.8
